IDENT;SEXO;ESTUDIOS_PADRE;ESTUDIOS_MADRE;EST_B2_2;EST_M1;EST_B11_2;EST_B11_3
19080;1;8;4;2;1;1;2
19081;1;3;4;2;1;1;2
19082;1;8;8; ;2;2;2
19083;1;4;3;2;2;2;2
19084;1;5;8; ;2;2;2
19085;1;6;5;2;1;2;2
19086;1;8;5; ;2;1;2
19087;1;2;3;2;2;1;2
19088;1;5;3; ;2;2;2
19089;1;2;4; ;2;2;2
19090;1;7;4; ;2;2;2
19091;1;4;3;2;2;2;2
19092;1;6;4; ;2;2;2
19093;1;6;8;2;2;1;2
19094;1;3;6; ;2;2;2
19095;1;8;8; ;2;2;2
19096;1;3;6;2;1;2;1
19097;1;6;6;2;2;2;2
19098;1;8;8; ;2;2;2
19099;1;3;3; ;1;2;2
19100;1;5;5; ;2;2;2
19101;1;8;8; ;1;2;2
19102;1;5;9; ;2;2;2
19103;1;7;6; ;2;2;2
19104;1;8;8; ;2;1;2
19105;1;7;6; ;2;2;2
19106;1;8;9; ;2;1;2
19107;1;4;8;2;2;2;2
19108;1;4;4; ;2;2;2
19109;1;3;3;2;1;2;2
19110;1;7;4;2;1;2;2
19111;1;7;7; ;2;2;2
19112;1;3;8;2;1;1;2
19113;1;9;9; ;2;2;2
19114;1;7;7; ;2;2;2
19115;1;8;8; ;2;2;2
19116;1;3;3;2;2;2;2
19117;1;7;3; ;2;2;2
19118;1;4;3;2;1;2;2
19119;1;3;3;2;2;1;2
19120;1;3;3;2;1;2;2
19121;1;3;3;2;2;1;2
19122;1;8;3;2;2;1;2
19123;1;5;5;2;2;2;2
19124;1;6;8; ;2;2;2
19125;1;9;3; ;2;2;2
19126;1;8;8; ;2;2;2
19127;1;3;5;2;2;2;2
19128;1;8;5; ;2;1;2
19129;1;8;7;1;2;2;2
19130;1;4;4;9;1;2;2
19131;2;7;6;2;1;2;2
19132;2;6;4; ;2;2;2
19133;2;5;5; ;2;1;2
19134;2;5;5;2;2;2;2
19135;2;3;3;2;2;2;2
19136;2;8;7;1;2;2;2
19137;2;8;8; ;2;2;2
19138;2;8;4;2;2;2;2
19139;2;8;6; ;2;2;2
19140;1;2;3; ;2;2;2
19141;1;9;8; ;1;1;2
19142;1;4;4; ;2;2;2
19143;1;3;3; ;2;1;2
19144;1;8;4; ;2;1;2
19145;1;3;4;2;2;2;2
19146;1;2;4; ;2;2;2
19147;1;3;3; ;2;2;2
19148;1;4;3;2;2;1;2
19149;1;4;4; ;2;2;2
19150;1;7;8; ;2;2;2
19151;1;4;3; ;2;2;2
19152;1;9;4; ;2;2;2
19153;1;3;5; ;2;2;2
19154;1;8;3; ;2;1;2
19155;1;3;3; ;2;2;2
19156;1;8;3; ;2;1;2
19157;1;5;3;2;2;2;2
19158;1;8;4;2;2;1;2
19159;1;8;8;2;1;2;2
19160;1;5;3; ;2;2;2
19161;1;4;5;2;2;2;2
19162;1;4;4;2;1;2;2
19163;1;5;5;2;2;2;2
19164;1;5;5;2;2;2;2
19165;1;3;3; ;2;2;2
19166;1;4;4;2;2;2;2
19167;1;6;5; ;2;1;2
19168;1;6;4; ;2;2;2
19169;1;2;2; ;2;1;2
19170;1;4;4; ;2;2;2
19171;1;2;3;2;2;2;2
19172;1;7;4; ;2;2;2
19173;1;8;5; ;2;2;2
19174;1;8;8; ;2;1;2
19175;1;5;5; ;2;2;2
19176;1;3;5; ;2;2;2
19177;1;4;4; ;2;2;2
19178;1;5;3; ;2;1;2
19179;1;8;5; ;2;2;2
19180;1;8;8; ;2;2;2
19181;1;2;4; ;2;1;2
19182;1;5;4; ;2;2;2
19183;1;8;8; ;2;2;2
19184;1;4;3; ;2;2;2
19185;1;2;2; ;2;2;2
19186;1;6;6;2;2;2;2
19187;1;8;8; ;2;2;2
19188;1;8;8; ;2;1;2
19189;1;3;3; ;2;2;2
19190;1;3;3; ;2;2;2
19191;1;4;7; ;2;2;2
19192;1;5;4; ;2;2;2
19193;1;7;7; ;2;2;2
19194;1;6;4; ;2;2;2
19195;1;6;5; ;2;1;2
19196;1;3;3;2;2;1;2
19197;1;8;8;2;2;1;2
19198;1;9;9; ;2;1;2
19199;1;3;8;2;2;2;2
19200;2;2;2; ;2;1;2
19201;2;2;3;2;2;2;2
19202;2;5;8; ;2;1;2
19203;2;3;3;2;2;2;2
19204;2;7;8; ;2;2;2
19205;2;4;4;2;2;2;2
19206;2;3;3; ;2;2;2
19207;2;9;1; ;2;2;2
19208;2;3;3; ;2;2;2
19209;2;2;2;2;2;2;2
19210;2;6;2; ;2;2;2
19211;2;9;8; ;2;2;2
19212;2;3;3; ;2;2;2
19213;2;2;2;2;2;2;2
19214;2;6;5; ;2;2;2
19215;2;8;8; ;2;2;2
19216;2;6;6; ;2;1;2
19217;2;4;8; ;2;1;2
19218;2;3;2; ;2;2;2
19219;1;5;8;1;1;2;2
19220;1;4;8; ;2;2;2
19221;1;4;5;2;2;2;2
19222;1;8;8; ;2;1;2
19223;1;5;5;1;2;2;2
19224;1;9;9;2;2;2;2
19225;1;3;7;1;2;2;2
19226;2;3;3;1;2;1;2
19227;2;4;4;2;2;1;2
19228;1;8;4;2;1;2;2
19229;1;8;8;2;2;2;2
19230;1;8;8; ;2;2;2
19231;1;5;5; ;2;1;2
19232;1;5;8;2;2;2;2
19233;1;7;8; ;1;2;2
19234;1;8;4;2;2;2;2
19235;1;3;3;2;2;2;2
19236;1;4;7; ;2;2;2
19237;1;8;8;2;1;2;2
19238;1;4;4;2;2;2;2
19239;2;2;4;2;2;2;2
19240;2;4;4;2;2;1;2
19241;2;8;7;2;1;1;2
19242;1;3;3; ;2;2;2
19243;1;3;3; ;2;2;2
19244;1;4;4;2;2;1;2
19245;1;5;4; ;2;2;2
19246;1;5;8; ;2;1;2
19247;1;8;8; ;2;2;2
19248;1;7;7; ;2;2;2
19249;1;4;4; ;2;2;2
19250;1;8;8; ;2;2;2
19251;1;3;2;2;2;2;2
19252;1;6;4; ;2;2;2
19253;1;8;4; ;2;2;2
19254;1;8;8; ;2;2;2
19255;1;8;7;2;2;2;2
19256;1;3;2; ;2;2;2
19257;1;4;4; ;2;2;2
19258;1;5;5; ;2;2;2
19259;1;8;8; ;2;2;2
19260;1;3;2; ;2;1;2
19261;1;4;4; ;2;2;2
19262;1;3;2; ;2;2;2
19263;1;7;3;2;2;2;2
19264;1;3;6; ;2;2;2
19265;1;8;8; ;2;2;2
19266;1;3;2; ;2;1;2
19267;1;4;4; ;2;2;2
19268;2;8;8; ;2;2;2
19269;2;2;2; ;2;1;2
19270;2;4;4; ;2;2;2
19271;2;8;4; ;1;1;2
19272;2;4;8; ;2;2;2
19273;2;7;3; ;2;2;2
19274;1;4;5;2;1;2;2
19275;1;9;7;2;2;2;2
19276;1;6;4;2;2;1;2
19277;1;5;5;2;2;2;2
19278;1;5;4;2;2;2;2
19279;1;5;5;1;2;2;2
19280;1;3;3;2;2;2;2
19281;1;7;5;2;2;1;2
19282;1;4;4;2;2;1;2
19283;1;8;8; ;2;2;2
19284;1;4;4;2;1;2;2
19285;1;2;8; ;2;1;2
19286;1;8;8; ;2;2;2
19287;1;5;8;2;1;1;2
19288;1;8;9; ;2;2;2
19289;1;6;4; ;2;2;2
19290;2;4;8; ;2;1;2
19291;2;8;8; ;1;1;2
19292;1;3;8; ;2;2;2
19293;1;8;8;2;2;2;2
19294;1;2;3; ;2;2;2
19295;1;6;6; ;2;2;2
19296;1;9;9;2;2;2;2
19297;1;3;5; ;2;2;2
19298;1;5;5;2;2;1;2
19299;1;5;2;2;2;2;2
19300;1;3;5; ;2;1;2
19301;1;3;3; ;2;2;2
19302;1;3;3;9;2;2;2
19303;1;6;8; ;2;2;2
19304;1;9;4; ;2;2;2
19305;1;7;8;2;2;2;2
19306;1;6;6;2;1;2;2
19307;1;7;4; ;2;2;2
19308;2;8;8;2;2;2;2
19309;2;8;4;2;2;2;2
19310;2;5;8; ;2;2;2
19311;2;8;5; ;2;2;2
19312;1;5;4; ;2;2;1
19313;1;4;4;2;2;2;2
19314;1;3;3;1;2;2;2
19315;1;4;4; ;2;2;2
19316;1;6;3;2;2;2;2
19317;1;2;2; ;2;2;2
19318;1;6;8;2;2;2;2
19319;1;5;3; ;2;2;2
19320;1;3;3;2;2;2;2
19321;1;5;5; ;1;2;2
19322;1;5;8; ;2;2;2
19323;1;3;5;2;2;2;2
19324;1;8;6; ;2;2;2
19325;1;8;8;2;2;1;2
19326;1;4;6;2;2;2;2
19327;1;5;9; ;2;2;2
19328;1;5;5;2;2;2;2
19329;1;1;2;2;2;2;2
19330;1;5;5; ;2;2;2
19331;1;8;5; ;2;2;2
19332;1;3;3; ;2;2;2
19333;1;2;4; ;2;2;2
19334;1;7;5; ;2;2;2
19335;1;4;4; ;2;2;2
19336;1;4;3; ;2;2;2
19337;1;7;7;2;1;2;2
19338;1;9;9; ;2;1;2
19339;1;3;3; ;2;2;2
19340;1;8;8; ;2;1;2
19341;1;4;2;2;2;2;2
19342;1;3;3; ;2;1;2
19343;2;2;2;2;2;2;2
19344;2;6;4; ;2;2;2
19345;2;9;9;2;2;2;2
19346;2;5;5;2;2;2;2
19347;2;2;3; ;2;2;2
19348;2;3;3; ;2;2;2
19349;2;9;5;2;2;2;2
19350;2;4;4; ;2;2;2
19351;1;5;6;2;2;1;2
19352;1;4;8; ;2;1;2
19353;1;8;5;2;2;1;2
19354;1;4;8;1;1;2;2
19355;1;3;8; ;2;1;2
19356;1;8;8;1;2;1;2
19357;1;5;4;2;2;2;2
19358;1;8;8;1;2;2;2
19359;1;8;8;2;1;1;2
19360;1;9;8; ;2;2;2
19361;1;5;3;2;2;1;2
19362;2;4;5;2;2;2;2
19363;2;4;6; ;2;2;2
19364;1;6;6;2;1;1;2
19365;1;4;5;2;1;2;2
19366;1;9;5; ;2;2;2
19367;1;2;8;2;2;2;2
19368;1;8;8;2;1;2;2
19369;1;3;3;2;2;2;2
19370;1;5;4;2;1;2;2
19371;1;9;5;2;2;2;2
19372;1;8;8;2;2;2;2
19373;1;4;6;2;2;2;2
19374;1;4;5;2;1;2;2
19375;1;6;3;2;2;2;2
19376;1;8;9;2;1;2;2
19377;1;3;6; ;2;2;2
19378;1;3;3;2;1;2;2
19379;1;8;6; ;2;2;2
19380;1;4;7;2;1;2;2
19381;1;8;8; ;2;2;2
19382;2;8;8;2;2;1;1
19383;2;3;7;2;2;2;2
19384;2;8;8;2;2;2;2
19385;1;5;4; ;2;2;2
19386;1;4;5;2;2;2;2
19387;1;6;3;1;2;2;2
19388;1;2;5; ;2;2;2
19389;1;8;5; ;2;1;2
19390;1;8;4; ;2;2;2
19391;1;3;3; ;2;2;2
19392;1;7;5; ;2;2;2
19393;1;8;5; ;2;1;2
19394;1;3;3;2;2;2;2
19395;1;8;8; ;2;2;2
19396;1;3;3;2;2;2;2
19397;1;9;9; ;2;2;2
19398;1;5;4; ;2;2;2
19399;1;5;4;2;2;2;2
19400;1;4;2; ;2;2;2
19401;1;3;3;2;2;2;2
19402;1;3;2; ;2;1;2
19403;1;4;4; ;2;2;2
19404;1;3;8; ;2;2;2
19405;1;2;2; ;2;1;2
19406;1;5;8; ;2;2;2
19407;1;5;4; ;2;2;2
19408;2;9;9;2;2;2;2
19409;2;4;4;2;2;2;2
19410;2;8;8; ;1;2;2
19411;2;3;3; ;2;2;2
19412;2;2;2; ;2;2;2
19413;2;3;6; ;2;2;2
19414;2;5;4; ;2;2;2
19415;2;2;3;2;2;2;2
19416;2;9;9; ;2;1;2
19417;2;3;5; ;2;2;2
19418;2;9;9; ;2;2;2
19419;1;7;5;2;2;1;2
19420;1;3;3;2;1;2;2
19421;1;4;4;2;2;1;2
19422;1;8;8; ;2;1;2
19423;1;8;8; ;2;2;2
19424;1;8;5; ;2;2;2
19425;1;8;5; ;2;2;2
19426;1;9;9; ;2;1;2
19427;1;6;5;2;2;2;2
19428;1;8;5; ;2;2;2
19429;1;8;5;1;2;2;1
19430;1;8;7; ;2;1;2
19431;1;3;3;1;2;2;1
19432;1;6;8;2;1;2;2
19433;2;8;4; ;2;2;2
19434;2;5;8; ;2;1;2
19435;1;8;8; ;2;2;2
19436;1;8;6; ;2;2;2
19437;1;5;4;2;1;2;2
19438;1;6;8;2;1;2;2
19439;1;8;7; ;2;2;2
19440;1;8;8; ;2;1;2
19441;1;5;5; ;1;2;2
19442;1;8;4;2;1;2;2
19443;1;4;6; ;2;2;2
19444;1;6;5;2;1;1;2
19445;1;8;8; ;2;1;2
19446;1;3;3;2;1;2;2
19447;1;8;8;2;2;2;2
19448;1;5;8; ;2;1;2
19449;1;8;8; ;2;2;2
19450;2;5;4;2;2;2;2
19451;2;7;4; ;2;2;2
19452;2;4;8;2;2;2;2
19453;1;8;9; ;2;1;2
19454;1;7;6;2;2;2;2
19455;1;2;4;2;2;2;2
19456;1;9;2;2;2;2;2
19457;1;3;3;2;2;2;2
19458;1;4;4; ;2;2;2
19459;1;3;3; ;2;1;2
19460;1;8;3; ;2;2;2
19461;1;2;2;2;1;2;2
19462;1;6;3; ;1;2;2
19463;1;3;3; ;2;2;2
19464;1;2;2;2;2;2;2
19465;1;3;9;2;2;2;2
19466;1;3;2; ;2;2;2
19467;1;5;3;2;2;1;1
19468;1;4;5; ;2;2;2
19469;2;7;4; ;2;1;2
19470;2;8;6; ;2;1;2
19471;2;5;5;2;2;2;2
19472;1;3;6;2;2;2;2
19473;1;9;9;1;2;2;2
19474;1;8;8;2;2;1;2
19475;1;8;5; ;2;2;2
19476;1;7;8;2;2;1;2
19477;1;8;5; ;2;2;2
19478;1;6;5;2;2;1;2
19479;1;5;4;2;2;2;2
19480;1;5;8; ;1;2;2
19481;1;3;3;2;1;2;2
19482;1;7;8; ;2;1;2
19483;1;4;4;2;2;2;2
19484;1;8;8; ;2;2;2
19485;1;5;5;2;2;2;2
19486;1;4;8;1;2;2;2
19487;2;8;8; ;2;2;2
19488;1;9;9; ;2;2;2
19489;1;5;5; ;2;2;2
19490;1;4;8; ;2;2;2
19491;1;9;4;2;2;2;2
19492;1;4;4;2;1;2;2
19493;1;8;9;2;2;2;2
19494;1;8;8; ;2;2;2
19495;1;3;8;2;2;2;2
19496;1;8;8;2;1;2;2
19497;1;5;4;2;1;2;2
19498;1;2;4;2;2;1;2
19499;1;5;6; ;2;2;2
19500;1;8;3;2;2;2;2
19501;1;5;8;2;2;1;2
19502;1;8;5;2;2;1;2
19503;1;6;5;2;2;2;2
19504;1;8;8;2;1;2;2
19505;1;3;5; ;2;1;2
19506;1;7;6;2;2;2;2
19507;1;4;9;2;2;2;2
19508;1;3;3;2;2;2;2
19509;1;5;8; ;2;1;2
19510;2;8;8;2;1;2;2
19511;2;9;3;2;2;2;2
19512;2;4;8;2;2;2;2
19513;1;9;9;2;1;2;2
19514;1;6;4; ;2;2;2
19515;1;8;5; ;2;2;2
19516;1;3;3; ;2;1;2
19517;1;5;2; ;2;2;2
19518;1;3;3;1;2;1;2
19519;1;8;3; ;2;2;2
19520;1;5;4; ;2;1;2
19521;1;5;5; ;2;2;2
19522;1;5;5; ;2;2;2
19523;1;3;2; ;2;2;2
19524;1;8;5; ;2;2;2
19525;1;8;8; ;2;2;2
19526;1;8;3; ;2;2;2
19527;1;3;2; ;2;2;2
19528;1;2;3; ;2;2;2
19529;1;2;2; ;2;2;2
19530;1;9;3;2;2;1;2
19531;2;8;8; ;2;1;2
19532;2;3;3;2;2;2;2
19533;2;9;8; ;2;2;2
19534;2;8;5; ;2;2;2
19535;2;4;3; ;2;2;2
19536;2;3;4; ;2;2;2
19537;2;2;4; ;2;2;2
19538;2;3;4; ;2;2;2
19539;2;7;3; ;2;2;2
19540;1;5;4;1;1;1;2
19541;1;8;8; ;2;1;2
19542;1;7;5;2;2;2;2
19543;1;7;4; ;2;1;2
19544;1;7;8;2;2;2;2
19545;1;3;3;2;2;2;2
19546;1;4;2;2;2;1;2
19547;1;4;4;2;1;2;2
19548;1;4;4;2;2;2;2
19549;2;4;5;1;2;1;2
19550;2;4;3;2;2;2;2
19551;1;5;8; ;2;2;2
19552;1;7;7; ;2;2;2
19553;1;5;8; ;2;2;2
19554;1;6;6;2;2;2;2
19555;1;5;5; ;2;2;2
19556;1;2;3;2;1;1;2
19557;1;3;4;2;2;2;2
19558;1;9;9; ;2;2;2
19559;1;2;3;2;2;2;2
19560;2;4;3;2;2;2;2
19561;2;3;8; ;2;2;2
19562;1;8;6; ;2;2;2
19563;1;8;5; ;1;2;2
19564;1;4;4; ;2;2;2
19565;1;5;4; ;2;2;2
19566;1;5;9; ;2;2;2
19567;1;2;3; ;2;2;2
19568;1;2;2; ;2;2;2
19569;1;6;5; ;2;2;2
19570;1;8;8;2;2;2;2
19571;2;6;3; ;1;2;2
19572;2;4;4;2;1;2;2
19573;2;3;3; ;2;2;2
19574;1;6;6;2;2;2;2
19575;1;3;8;2;2;1;2
19576;1;8;7;2;2;1;2
19577;1;4;4;2;2;2;2
19578;1;4;3;1;2;2;2
19579;1;5;9;2;2;1;2
19580;1;4;7;2;2;1;2
19581;1;8;6; ;2;2;2
19582;1;4;4;2;2;2;2
19583;1;4;3;2;1;2;2
19584;1;5;5; ;2;2;2
19585;1;4;4; ;2;1;2
19586;1;5;3; ;2;1;1
19587;1;9;9; ;2;2;2
19588;1;7;3; ;2;2;2
19589;2;4;4;2;2;2;2
19590;1;7;7; ;2;2;2
19591;1;9;8; ;2;2;2
19592;1;3;7; ;2;2;2
19593;1;4;4; ;2;2;2
19594;1;4;4;2;2;2;2
19595;1;7;4; ;2;2;2
19596;1;9;9; ;2;2;2
19597;1;3;3; ;2;1;2
19598;1;7;2; ;2;2;2
19599;1;3;3; ;2;2;2
19600;1;6;3; ;2;2;2
19601;2;6;3; ;2;2;2
19602;2;8;5; ;2;2;2
19603;1;3;7; ;2;2;2
19604;1;5;5;2;2;1;2
19605;1;8;8;2;1;2;2
19606;1;3;3;2;2;2;2
19607;1;4;4; ;2;2;2
19608;1;3;3;2;2;2;2
19609;1;5;5;1;2;2;2
19610;1;8;7;2;2;2;2
19611;1;4;8;2;1;2;2
19612;2;5;8; ;2;1;2
19613;1;7;3;2;1;1;2
19614;1;4;4; ;2;2;2
19615;1;5;4; ;2;1;2
19616;1;3;3;2;2;2;2
19617;1;2;2;2;1;1;2
19618;1;8;8; ;2;2;2
19619;1;3;3; ;2;2;2
19620;1;6;4; ;2;2;2
19621;1;8;2; ;2;1;2
19622;1;4;4;2;2;1;2
19623;1;8;8; ;1;2;2
19624;1;8;3;2;2;2;2
19625;1;5;4;2;2;2;2
19626;2;2;6;2;2;1;2
19627;2;8;8;2;1;2;2
19628;1;4;4;2;2;2;2
19629;1;5;5; ;2;2;2
19630;1;8;4; ;2;2;2
19631;1;7;7; ;2;2;2
19632;1;8;4; ;2;1;2
19633;1;4;4;2;1;2;2
19634;1;3;5;2;2;1;2
19635;1;3;2; ;2;2;2
19636;1;3;3; ;2;2;2
19637;1;3;3; ;2;2;2
19638;1;6;5; ;2;1;2
19639;1;4;4; ;2;1;2
19640;1;2;2; ;2;2;2
19641;1;3;3; ;2;2;2
19642;1;4;4; ;2;2;2
19643;1;1;3; ;2;2;2
19644;1;2;2;2;2;2;2
19645;2;7;5; ;2;2;2
19646;2;6;5;2;2;2;2
19647;2;4;6; ;2;1;2
19648;1;5;4;2;2;2;2
19649;1;6;4;2;2;2;2
19650;1;3;3;2;2;2;2
19651;1;6;3;2;1;2;2
19652;1;6;4;2;2;2;2
19653;1;4;3;2;2;1;2
19654;1;3;4;2;2;2;2
19655;2;6;8;2;2;1;1
19656;2;5;5;1;2;2;2
19657;2;9;4; ;2;2;2
19658;1;8;3;2;2;2;2
19659;1;8;8; ;2;2;2
19660;1;7;8;2;2;2;2
19661;1;5;4;2;2;2;2
19662;1;8;8; ;2;2;2
19663;1;8;8; ;2;2;2
19664;1;8;8; ;2;2;2
19665;1;7;7; ;2;1;2
19666;1;5;8; ;2;1;2
19667;1;8;4;2;2;2;2
19668;1;8;8; ;2;1;2
19669;1;8;4; ;2;2;2
19670;1;8;8; ;2;1;2
19671;1;7;8;2;2;2;2
19672;1;8;8; ;2;2;2
19673;1;3;2; ;2;2;2
19674;1;8;8;2;1;1;1
19675;1;3;8;2;2;2;2
19676;1;3;8;2;2;2;2
19677;1;4;4; ;2;2;2
19678;1;2;2;2;2;2;2
19679;1;2;6; ;2;2;2
19680;1;3;3;2;2;2;2
19681;1;3;3;2;2;2;2
19682;1;8;8; ;2;2;2
19683;1;5;3; ;2;1;2
19684;1;3;3; ;2;2;2
19685;1;7;8; ;2;2;2
19686;1;8;4;2;2;1;2
19687;1;5;5;2;2;2;2
19688;2;9;9; ;2;2;2
19689;2;8;8; ;2;2;2
19690;2;6;6;2;2;2;2
19691;2;6;3; ;2;2;2
19692;2;3;5; ;2;2;2
19693;2;7;2; ;2;2;2
19694;2;6;3; ;2;2;2
19695;2;9;9; ;2;2;2
19696;2;5;3; ;2;2;2
19697;1;3;5;2;2;1;2
19698;1;8;8;2;1;1;2
19699;1;6;5; ;2;2;2
19700;1;8;5;1;1;2;2
19701;1;6;5;2;2;2;2
19702;1;5;5;2;2;2;2
19703;1;5;5;2;1;2;2
19704;1;8;5;2;1;2;2
19705;1;8;5;2;1;2;2
19706;1;3;3;2;2;2;2
19707;1;4;3; ;2;2;2
19708;1;8;5; ;2;2;2
19709;1;9;4;2;2;1;2
19710;1;5;8;2;2;1;2
19711;1;4;4;2;2;1;2
19712;1;3;3;2;2;1;2
19713;1;4;8; ;2;2;2
19714;1;8;8; ;2;1;2
19715;1;8;9;1;2;1;2
19716;2;4;3;2;2;2;2
19717;1;6;3;2;2;2;2
19718;1;6;6; ;2;2;2
19719;1;5;8;2;1;1;2
19720;1;9;8; ;1;1;2
19721;1;6;6; ;2;2;2
19722;1;3;8; ;2;2;2
19723;1;4;3;2;2;2;2
19724;1;3;4;1;1;2;2
19725;1;3;3;2;2;2;2
19726;1;6;6; ;1;1;2
19727;1;7;7; ;2;2;2
19728;1;3;2; ;2;2;2
19729;1;7;7; ;2;2;2
19730;1;3;2; ;2;2;2
19731;1;5;5;2;2;2;2
19732;1;5;3;2;2;2;2
19733;1;3;7;2;2;2;2
19734;1;7;7;2;1;2;2
19735;1;3;3;2;2;2;2
19736;1;7;5; ;2;1;2
19737;1;8;8; ;2;2;2
19738;2;3;3;2;2;1;2
19739;1;7;3; ;2;2;2
19740;1;3;9; ;2;2;2
19741;1;3;2;2;2;2;2
19742;1;4;3;2;2;2;2
19743;1;3;2;2;2;2;2
19744;1;4;3;2;2;2;2
19745;1;8;8; ;2;1;2
19746;1;3;8; ;2;2;2
19747;1;4;5; ;2;1;2
19748;1;7;7;2;2;2;2
19749;2;9;4; ;2;2;2
19750;2;3;2; ;2;2;2
19751;2;8;8; ;2;2;2
19752;2;8;8;2;2;2;2
19753;1;6;5;2;2;2;2
19754;1;3;3;2;2;2;2
19755;1;5;4;2;2;1;2
19756;1;4;8; ;1;2;2
19757;1;6;4; ;2;1;2
19758;1;9;9;2;1;2;2
19759;1;4;5;2;2;1;1
19760;1;3;3;2;2;1;2
19761;1;5;4; ;2;2;2
19762;1;6;6;2;2;1;2
19763;1;8;8; ;1;2;2
19764;2;8;7; ;1;2;2
19765;2;8;7; ;1;2;2
19766;2;6;4;2;2;2;2
19767;1;6;4;2;2;2;2
19768;1;5;4;2;2;2;2
19769;1;3;3; ;2;2;2
19770;1;3;3;2;2;2;2
19771;1;4;4; ;2;2;2
19772;1;8;8; ;2;1;2
19773;1;2;2; ;2;2;2
19774;1;3;3;2;2;2;2
19775;1;8;4; ;2;2;2
19776;1;9;9; ;2;2;2
19777;1;8;5; ;2;2;2
19778;2;9;3; ;2;1;2
19779;2;6;6; ;2;2;2
19780;2;6;6; ;2;2;2
19781;2;7;4;2;2;2;2
19782;2;4;4; ;2;1;2
19783;1;9;9;2;2;1;2
19784;1;3;3; ;2;2;2
19785;1;4;4; ;2;2;2
19786;1;6;3; ;2;1;2
19787;1;8;5; ;2;2;2
19788;2;5;4;2;2;2;1
19789;1;5;5; ;2;2;2
19790;1;6;8;2;2;2;2
19791;1;9;9; ;2;2;2
19792;1;6;6;2;2;2;2
19793;1;4;3;2;1;2;2
19794;1;8;3;2;2;2;2
19795;1;8;8; ;2;2;2
19796;1;3;3;2;2;2;2
19797;1;3;3; ;2;2;2
19798;2;8;6;2;2;2;2
19799;2;8;5; ;2;2;2
19800;1;3;3;2;2;1;2
19801;1;7;9; ;2;2;2
19802;1;2;2; ;2;2;2
19803;1;8;8; ;2;2;2
19804;1;4;4; ;2;1;2
19805;1;6;6; ;2;2;2
19806;1;2;2; ;2;2;2
19807;1;2;2; ;2;2;2
19808;1;3;3; ;2;2;2
19809;1;2;2; ;2;2;2
19810;1;3;3; ;2;2;2
19811;1;4;4; ;2;1;2
19812;2;4;4; ;2;2;2
19813;2;4;4; ;2;2;2
19814;2;8;6; ;2;2;2
19815;2;6;6; ;2;2;1
19816;2;2;3; ;2;2;2
19817;2;8;3;2;2;2;2
19818;1;8;7;2;2;1;2
19819;1;4;4; ;2;2;2
19820;1;9;9;2;2;1;2
19821;1;6;3;2;2;1;2
19822;1;5;8; ;2;2;2
19823;2;8;8;2;2;1;2
19824;2;8;8; ;2;2;2
19825;1;3;3;2;2;2;2
19826;1;9;9; ;2;2;2
19827;1;5;5; ;2;1;2
19828;1;3;3; ;2;2;2
19829;2;3;6;2;2;2;2
19830;2;9;7; ;2;2;2
19831;1;4;4; ;2;2;2
19832;1;3;4; ;2;2;2
19833;1;3;4;2;2;2;2
19834;1;3;3;2;2;2;2
19835;1;9;3; ;2;1;2
19836;1;2;2; ;2;2;2
19837;1;5;4; ;2;2;2
19838;1;2;2; ;2;1;2
19839;1;2;2; ;2;2;2
19840;1;3;3; ;2;2;2
19841;1;6;4; ;2;2;2
19842;1;5;3; ;2;2;2
19843;1;7;5; ;2;2;2
19844;1;4;4; ;2;2;2
19845;1;5;5; ;2;1;2
19846;1;3;3; ;2;2;2
19847;1;2;3; ;2;2;2
19848;1;8;8; ;2;2;2
19849;1;3;3; ;2;1;2
19850;2;2;2; ;2;2;2
19851;2;6;6; ;2;2;2
19852;2;2;2; ;2;2;2
19853;2;3;3; ;2;2;2
19854;1;3;3;2;2;2;2
19855;1;8;8; ;2;2;2
19856;1;5;4;2;2;2;2
19857;1;3;4;2;2;2;2
19858;1;8;8;2;1;2;2
19859;1;5;5; ;2;2;2
19860;1;8;7; ;1;1;2
19861;1;7;3;2;2;2;2
19862;1;8;4; ;2;2;2
19863;1;8;5;2;2;1;2
19864;1;6;8;2;2;2;2
19865;1;6;8;2;2;2;2
19866;2;7;7;2;1;2;2
19867;2;3;3;2;1;2;2
19868;1;8;4; ;2;2;2
19869;1;8;7; ;2;1;2
19870;1;8;3;2;2;2;2
19871;1;9;3;2;2;2;2
19872;1;2;2; ;2;2;2
19873;1;4;7;2;2;2;2
19874;1;3;3; ;2;2;2
19875;1;8;8; ;1;2;2
19876;1;8;5; ;2;1;2
19877;1;3;3; ;2;2;2
19878;1;8;8; ;1;2;2
19879;1;8;5; ;2;1;2
19880;1;8;6; ;2;2;2
19881;1;8;8; ;2;2;2
19882;1;5;5;2;2;2;2
19883;1;5;5;2;2;2;2
19884;1;3;3; ;2;1;1
19885;1;9;9; ;2;1;2
19886;1;8;8;2;1;2;2
19887;2;7;4;2;2;2;2
19888;2;3;3; ;2;2;2
19889;2;8;6;2;2;2;2
19890;2;8;5;1;1;1;2
19891;1;5;5; ;2;2;2
19892;1;4;3;2;2;2;2
19893;1;9;3;2;2;2;2
19894;1;8;8; ;2;1;1
19895;1;3;3;2;2;2;2
19896;1;3;3;2;2;2;2
19897;1;3;3;2;2;2;2
19898;1;8;8; ;2;1;2
