IDENT;SEXO;ESTUDIOS_PADRE;ESTUDIOS_MADRE;EST_B2_2;EST_M1;EST_B11_2;EST_B11_3
18261;1;5;5;2;2;1;2
18262;1;6;8;2;1;1;2
18263;2;5;4;1;2;1;2
18264;2;7;6;2;1;1;2
18265;1;3;2; ;2;1;2
18266;1;3;2;2;2;1;2
18267;2;4;4;2;1;1;2
18268;1;6;5;2;2;2;2
18269;1;3;3; ;2;1;2
18270;1;3;3; ;2;2;2
18271;1;8;8; ;2;2;2
18272;2;3;4;2;2;1;2
18273;1;8;8;1;2;1;2
18274;2;5;4;2;2;1;2
18275;2;5;4;2;2;1;2
18276;1;4;4;2;2;1;2
18277;1;3;8; ;2;2;2
18278;2;8;6; ;2;2;2
18279;2;2;2; ;2;2;2
18280;1;4;8; ;2;1;2
18281;2;7;8; ;2;1;2
18282;2;8;8; ;2;1;2
18283;2;4;5;2;1;1;2
18284;2;4;5;2;1;1;2
18285;2;8;8; ;2;1;2
18286;2;8;8;1;1;1;2
18287;2;8;8; ;2;2;2
18288;1;3;6;2;2;1;2
18289;1;7;5;2;1;1;2
18290;1;7;5; ;2;1;2
18291;2;9;9; ;2;1;2
18292;2;4;5;2;2;1;2
18293;1;3;4;2;2;2;2
18294;2;4;4;2;2;1;2
18295;2;5;5;2;2;1;2
18296;1;8;5; ;1;1;2
18297;2;8;8; ;2;1;2
18298;2;5;7; ;2;1;2
18299;2;4;4;2;2;1;2
18300;1;8;8; ;2;2;2
18301;1;5;6; ;2;1;2
18302;2;6;4; ;2;2;2
18303;2;3;3;2;2;2;2
18304;1;8;8;2;2;1;2
18305;2;7;8; ;1;1;2
18306;2;5;8; ;1;2;2
18307;1;4;6; ;2;2;2
18308;1;7;3;1;2;1;2
18309;1;3;6;2;2;1;2
18310;1;7;7;2;2;1;2
18311;1;8;8; ;2;1;2
18312;1;8;9; ;2;1;2
18313;2;7;7; ;2;2;2
18314;1;3;3; ;2;2;2
18315;1;3;4; ;2;2;2
18316;1;3;3;2;2;1;2
18317;1;8;8;2;1;2;2
18318;1;8;5; ;2;1;2
18319;1;3;4; ;2;2;2
18320;1;3;4; ;2;2;2
18321;2;5;5;2;1;2;2
18322;1;8;4; ;2;2;2
18323;2;5;7;2;2;2;2
18324;2;3;6;2;2;2;2
18325;1;3;8; ;2;1;2
18326;2;4;4;2;2;1;2
18327;2;5;6; ;2;1;2
18328;2;8;5;2;2;1;2
18329;2;5;6;2;2;2;2
18330;1;4;4; ;1;1;2
18331;1;8;8;2;2;1;2
18332;1;7;5;2;2;1;2
18333;1;4;3; ;2;1;1
18334;1;4;4;2;1;1;2
18335;1;6;4;2;2;1;2
18336;1;8;4; ;2;1;2
18337;1;4;6;2;2;1;2
18338;1;8;8; ;2;1;2
18339;1;5;5;2;2;1;2
18340;2;6;6; ;2;1;2
18341;2;4;6; ;2;1;2
18342;2;2;6;2;2;1;2
18343;2;6;8; ;2;1;2
18344;2;8;4;2;2;1;1
18345;1;5;8; ;2;1;2
18346;1;3;3; ;2;1;2
18347;1;8;8; ;2;1;2
18348;1;8;4; ;2;1;2
18349;1;8;8;9;2;1;2
18350;1;3;6;2;2;1;2
18351;1;3;4;2;2;1;2
18352;2;3;3; ;2;2;2
18353;1;5;3; ;2;1;2
18354;1;4;3; ;2;2;1
18355;1;3;3; ;2;2;2
18356;1;3;2;2;2;2;2
18357;1;8;4; ;2;2;2
18358;1;6;4; ;2;2;2
18359;1;5;4; ;2;1;2
18360;1;4;8;2;2;1;2
18361;1;8;3;1;2;1;1
18362;2;8;8; ;2;1;1
18363;2;8;8;2;2;1;2
18364;2;8;8;1;1;1;1
18365;1;5;4; ;2;1;2
18366;1;5;5;2;2;2;2
18367;1;2;2;2;1;2;2
18368;2;5;5;2;2;2;2
18369;1;5;8; ;2;1;2
18370;1;7;5; ;2;1;2
18371;1;8;8; ;1;1;2
18372;1;8;8; ;2;1;2
18373;1;4;8; ;2;1;2
18374;1;8;7; ;2;1;2
18375;1;5;8;2;2;1;2
18376;1;7;8; ;2;1;2
18377;1;5;3;2;2;2;2
18378;1;5;8; ;2;1;2
18379;1;8;8; ;2;1;1
18380;1;8;8; ;2;1;1
18381;2;8;7;2;2;2;2
18382;1;8;8; ;2;1;2
18383;1;4;8; ;2;1;2
18384;1;8;8; ;2;1;2
18385;1;8;8; ;1;1;2
18386;1;9;9;2;2;1;2
18387;1;3;8; ;2;1;2
18388;2;3;3; ;2;1;2
18389;2;6;5; ;2;1;2
18390;2;4;4;2;1;1;1
18391;2;8;6;2;2;1;2
18392;1;6;7;2;1;1;2
18393;1;8;8;2;1;1;2
18394;2;4;5; ;2;2;2
18395;2;3;2;2;2;1;2
18396;2;6;3; ;2;2;2
18397;2;8;4; ;2;1;2
18398;1;8;8;2;1;2;2
18399;1;3;3;2;1;1;2
18400;2;8;8; ;2;1;1
18401;1;8;8;2;2;1;2
18402;1;8;8;1;2;1;2
18403;1;8;8; ;1;1;2
18404;1;8;8;2;2;1;2
18405;1;8;3;2;1;1;2
18406;1;5;6;2;2;1;2
18407;1;8;8; ;2;1;2
18408;2;5;6;1;1;2;1
18409;2;8;8; ;2;1;1
18410;2;8;8; ;2;1;2
18411;2;8;5; ;2;2;2
18412;1;8;8;2;1;1;1
18413;2;9;9;2;2;2;2
18414;1;8;6;2;1;1;1
18415;1;4;8;2;2;1;2
18416;1;8;5; ;2;1;2
18417;1;8;8; ;1;1;1
18418;1;8;8;1;1;1;1
18419;1;7;7;2;1;1;2
18420;1;5;8; ;2;1;2
18421;2;5;5;2;2;2;2
18422;2;8;8; ;2;1;2
18423;1;5;6;2;1;1;2
18424;1;3;8; ;2;1;2
18425;1;9;3; ;2;1;2
18426;2;8;8;2;1;1;2
18427;2;3;3;2;1;1;2
18428;1;8;5; ;2;1;2
18429;2;3;6;2;1;2;2
18430;1;6;2;2;2;1;2
18431;2;6;2;1;2;2;2
18432;2;4;4; ;2;1;2
18433;1;1;1; ;2;1;2
18434;1;8;8;2;1;1;2
18435;1;3;3;2;2;1;2
18436;1;3;3; ;2;1;2
18437;1;5;3;2;2;1;2
18438;1;3;3;2;2;2;2
18439;1;8;8;2;2;2;2
18440;1;3;3; ;2;2;2
18441;1;4;4; ;2;2;2
18442;1;5;5;1;2;1;2
18443;1;8;8; ;2;1;2
18444;2;5;3;2;2;1;2
18445;2;4;4;2;2;1;2
18446;1;8;8; ;2;1;2
18447;1;8;8; ;1;1;2
18448;1;6;8; ;2;1;1
18449;1;3;2; ;2;2;2
18450;1;4;5; ;2;1;2
18451;1;8;8; ;1;1;2
18452;1;6;6; ;2;1;1
18453;1;5;8; ;1;1;1
18454;1;5;5; ;2;1;2
18455;1;5;4;2;1;1;2
18456;2;8;8;1;2;1;1
18457;1;5;7; ;2;1;2
18458;1;4;4;2;2;1;1
18459;2;8;8; ;1;1;1
18460;2;3;5;2;2;2;2
18461;1;4;4;2;2;2;2
18462;1;3;1; ;2;2;2
18463;2;8;8; ;2;2;2
18464;1;8;8; ;2;1;1
18465;2;5;5;2;1;1;2
18466;1;4;4; ;2;2;2
18467;1;8;8; ;2;1;2
18468;1;6;5; ;2;1;2
18469;1;9;9;2;2;1;2
18470;1;3;3;2;2;1;2
18471;1;8;8;1;1;1;1
18472;1;7;4; ;2;1;2
18473;1;8;8; ;2;1;2
18474;1;4;3; ;2;1;2
18475;1;8;8; ;2;2;2
18476;1;6;6;1;2;1;1
18477;1;4;8; ;1;1;2
18478;2;8;8;2;1;1;2
18479;1;5;4; ;2;1;1
18480;1;3;3;2;2;1;1
18481;1;8;8; ;2;1;2
18482;1;9;9; ;2;1;2
18483;1;5;8;2;2;1;2
18484;2;3;3;2;2;2;2
18485;1;3;3; ;2;2;2
18486;1;8;8; ;2;1;2
18487;1;5;7;2;2;1;2
18488;2;8;8; ;2;1;2
18489;1;8;5; ;1;2;2
18490;2;8;8; ;2;2;2
18491;2;8;8; ;2;1;2
18492;2;5;3; ;2;2;2
18493;2;8;8; ;2;1;2
18494;1;8;8; ;2;1;2
18495;1;6;6; ;2;2;1
18496;1;8;8; ;1;1;2
18497;1;4;4;2;2;1;2
18498;1;4;8; ;2;1;2
18499;2;6;8; ;2;1;2
18500;2;7;7; ;2;1;2
18501;1;8;3; ;2;2;2
18502;1;6;8; ;2;1;1
18503;1;4;4;2;2;1;2
18504;1;8;8; ;2;1;2
18505;1;8;6;2;1;1;2
18506;1;3;8; ;2;1;2
18507;1;5;4;1;2;1;2
18508;1;3;3;2;1;1;2
18509;2;8;8;1;2;1;1
18510;2;4;8;2;1;1;1
18511;2;4;7;1;2;1;2
18512;2;8;2; ;2;1;2
18513;2;8;5;1;1;2;1
18514;2;5;8;1;2;1;1
18515;2;8;8; ;1;1;2
18516;1;8;8;2;1;2;2
18517;1;7;5;2;1;1;2
18518;1;8;8; ;1;1;2
18519;1;4;8;2;2;2;2
18520;1;2;3;2;2;2;2
18521;1;7;8; ;2;1;2
18522;1;5;3;2;2;1;2
18523;1;8;7; ;2;1;2
18524;1;5;5; ;2;2;2
18525;1;8;8;1;2;1;2
18526;1;3;3; ;2;1;2
18527;1;8;8; ;2;1;2
18528;1;5;6;2;2;1;2
18529;1;8;8;2;1;2;2
18530;1;6;4;2;2;1;2
18531;1;8;8; ;2;1;1
18532;1;8;8; ;1;1;1
18533;1;5;5;2;2;1;2
18534;1;2;4;2;2;1;2
18535;2;6;4; ;2;1;2
18536;2;3;4;2;2;1;2
18537;2;8;8; ;2;1;2
18538;2;7;8; ;2;1;1
18539;2;8;4; ;1;1;2
18540;2;5;6;2;2;1;2
18541;2;9;3;2;1;2;2
18542;2;2;5; ;2;1;2
18543;2;3;3;2;2;1;2
18544;2;7;5; ;2;1;2
18545;2;8;8; ;2;1;2
18546;2;5;5; ;2;1;2
18547;2;6;7;2;2;1;2
18548;2;3;3;2;2;1;2
18549;2;4;4;2;2;2;2
18550;1;6;8;2;1;1;2
18551;1;4;3; ;2;1;2
18552;1;3;1;2;2;1;2
18553;1;4;7; ;2;1;2
18554;2;2;3;2;2;1;2
18555;2;9;4; ;2;2;2
18556;2;3;3;2;2;1;2
18557;2;8;8;2;1;1;2
18558;2;9;4; ;2;2;2
18559;2;4;3; ;2;2;2
18560;2;7;7;2;2;1;2
18561;2;3;8; ;2;1;2
18562;1;3;3; ;2;2;1
18563;1;2;2; ;2;2;2
18564;1;8;3; ;2;2;2
18565;1;8;3; ;2;2;2
18566;1;3;3;2;2;2;2
18567;1;4;8;2;2;2;2
18568;2;3;3;2;2;2;2
18569;2;3;3;2;2;1;2
18570;1;8;8;2;2;2;2
18571;1;6;5;2;2;1;2
18572;1;4;3;2;2;1;2
18573;1;8;4; ;2;1;2
18574;1;7;5;2;1;1;2
18575;1;2;3;2;2;1;2
18576;1;8;8; ;2;1;2
18577;1;8;7; ;2;1;2
18578;1;7;5;2;2;1;2
18579;1;4;7;2;2;1;2
18580;1;5;7; ;2;1;2
18581;1;6;4;2;2;1;2
18582;1;5;8; ;2;1;2
18583;2;7;5;2;2;2;2
18584;2;3;6;2;2;1;2
18585;2;8;8; ;2;1;1
18586;2;8;8;2;2;1;2
18587;2;9;9;2;2;1;2
18588;2;4;6;2;2;1;2
18589;1;4;4;2;2;1;2
18590;1;8;8; ;2;1;2
18591;2;4;8;2;2;1;2
18592;2;8;8; ;2;1;2
18593;1;4;4; ;2;1;2
18594;2;3;2;2;2;1;2
18595;1;8;8;2;2;1;2
18596;1;3;4;2;1;1;2
18597;1;7;5;2;1;1;2
18598;1;8;8; ;1;1;2
18599;1;3;3;2;2;2;2
18600;1;8;8; ;1;1;2
18601;1;5;8;2;2;1;1
18602;1;8;5; ;2;1;2
18603;2;4;2; ;2;1;2
18604;2;7;3;2;2;1;2
18605;2;8;6; ;2;1;2
18606;2;8;8; ;2;1;2
18607;2;3;8; ;2;1;2
18608;2;3;3;2;1;1;2
18609;2;5;9;2;2;1;2
18610;2;8;8; ;2;1;2
18611;2;8;8; ;2;1;2
18612;2;5;8; ;2;1;2
18613;2;3;4; ;2;1;2
18614;1;3;4;2;2;2;2
18615;2;3;8;2;1;2;2
18616;2;3;5; ;2;1;2
18617;2;3;4; ;2;1;2
18618;1;2;2; ;2;2;2
18619;2;3;3;2;2;1;2
18620;1;8;8;1;1;1;2
18621;1;8;5;2;2;1;2
18622;1;7;7;2;2;1;2
18623;1;8;8;2;2;1;2
18624;1;8;8; ;2;2;2
18625;1;4;4;2;2;1;2
18626;1;7;8;1;2;1;2
18627;1;3;2;2;2;1;2
18628;1;8;3; ;2;1;2
18629;1;8;4;2;1;1;2
18630;1;3;5;2;2;1;2
18631;2;9;9; ;2;1;2
18632;2;3;4;2;2;1;2
18633;2;5;6;2;2;1;2
18634;2;8;8; ;2;1;2
18635;2;8;8; ;1;1;2
18636;2;8;9; ;2;1;2
18637;2;5;8; ;2;2;2
18638;2;3;3;2;2;2;2
18639;2;8;5;2;2;1;2
18640;1;8;5; ;1;1;2
18641;1;8;8; ;2;2;2
18642;1;8;8; ;2;1;2
18643;2;8;8; ;2;1;2
18644;2;7;8;1;2;1;2
18645;2;8;8; ;2;2;2
18646;2;2;9; ;2;2;2
18647;2;4;3; ;2;1;2
18648;2;8;3;2;2;1;2
18649;1;7;9;2;2;2;2
18650;1;4;4;2;2;2;2
18651;1;5;4;1;1;2;2
18652;1;8;8; ;2;2;2
18653;1;4;4;2;2;1;2
18654;1;5;5;2;2;1;2
18655;2;8;8; ;2;1;2
18656;2;3;2; ;2;2;2
18657;2;8;8; ;2;2;2
18658;2;8;8; ;1;2;2
18659;1;5;5; ;1;2;2
18660;1;3;8; ;1;1;2
18661;1;4;4;2;2;1;2
18662;1;3;3;2;2;1;2
18663;1;8;5;2;1;1;2
18664;1;3;3;2;2;2;2
18665;1;8;8;1;2;1;2
18666;1;8;8; ;2;1;2
18667;1;3;3;2;2;1;2
18668;1;8;5; ;2;1;2
18669;1;8;8;2;2;2;2
18670;2;8;8; ;2;1;1
18671;2;7;7;1;2;1;2
18672;1;5;8; ;2;2;2
18673;1;4;5;2;2;1;2
18674;1;3;2;2;2;1;2
18675;2;8;8; ;2;1;2
18676;2;8;8; ;2;2;2
18677;1;3;3; ;2;2;2
18678;1;8;5; ;2;1;2
18679;2;2;2; ;2;1;2
18680;1;3;4;2;2;1;2
18681;1;8;4;2;2;1;2
18682;1;8;8; ;2;1;2
18683;1;6;3;2;2;1;2
18684;2;8;8; ;2;1;2
18685;2;5;8; ;2;1;2
18686;2;3;3;2;2;1;2
18687;2;6;6;2;2;2;2
18688;2;4;4;2;1;1;2
18689;1;8;8;2;1;1;2
18690;1;8;8;2;1;2;2
18691;2;6;8;2;1;1;2
18692;1;8;8; ;2;1;2
18693;2;2;2; ;2;1;2
18694;1;4;4;2;2;2;2
18695;1;9;9;2;1;2;2
18696;1;7;8;2;2;2;2
18697;2;8;8;2;2;1;1
18698;1;5;8; ;2;1;2
18699;2;6;3;2;2;1;2
18700;1;6;6; ;2;1;1
18701;1;3;3; ;2;1;2
18702;1;8;8;1;2;1;2
18703;1;4;4;2;2;1;2
18704;1;4;4;2;2;1;2
18705;2;4;6;2;2;1;2
18706;2;5;8;2;2;1;2
18707;2;8;8;1;2;1;2
18708;2;5;5;2;2;2;2
18709;1;8;4; ;2;2;2
18710;1;6;5; ;2;2;2
18711;2;4;4; ;2;2;2
18712;2;3;3;2;2;1;2
18713;2;7;4; ;2;1;2
18714;2;2;5; ;2;1;2
18715;2;6;5; ;2;1;2
18716;2;8;5; ;2;2;2
18717;2;5;3; ;2;2;2
18718;2;5;3;2;2;1;2
18719;2;5;8; ;2;1;2
18720;1;7;7;2;1;1;2
18721;1;6;8; ;2;1;2
18722;1;8;8;2;1;1;2
18723;1;5;5; ;2;2;2
18724;1;5;8;1;2;1;2
18725;1;6;4;2;2;2;2
18726;1;7;4;1;2;1;2
18727;1;7;8;1;2;2;2
18728;1;5;8; ;2;1;2
18729;1;8;4; ;2;1;2
18730;2;6;4;1;2;1;2
18731;2;4;4;2;2;1;2
18732;2;7;3;1;2;1;2
18733;2;6;8;2;2;1;2
18734;2;2;3; ;2;2;2
18735;2;3;4;2;2;1;2
18736;2;4;5; ;2;1;1
18737;1;8;8; ;2;1;2
18738;1;2;2; ;2;1;2
18739;2;5;6; ;1;1;2
18740;1;5;5; ;2;1;2
18741;1;6;5; ;2;1;2
18742;1;3;3; ;2;2;2
18743;1;2;2; ;2;2;2
18744;1;3;3; ;2;2;1
18745;1;8;8; ;2;1;1
18746;1;8;8; ;2;1;2
18747;1;4;8;2;2;1;2
18748;1;4;8;2;2;2;2
18749;1;4;8; ;2;1;2
18750;1;5;8;2;2;1;2
18751;1;6;6; ;2;1;2
18752;1;4;3;2;2;1;2
18753;1;4;4;2;2;1;2
18754;1;3;5;2;2;1;2
18755;1;8;8; ;2;1;2
18756;1;8;8;1;2;1;2
18757;2;8;8; ;2;1;2
18758;2;3;3; ;2;1;2
18759;1;5;8;2;2;1;2
18760;1;4;4; ;1;1;2
18761;2;3;3; ;2;1;2
18762;1;8;5; ;2;2;2
18763;1;4;2;2;1;1;2
18764;1;6;5; ;1;1;2
18765;2;3;6; ;2;1;1
18766;2;8;8;2;1;1;2
18767;1;3;4;2;2;1;2
18768;1;8;8; ;2;1;2
18769;2;8;8; ;2;1;2
18770;2;3;3;2;1;1;2
18771;1;8;3; ;2;1;2
18772;1;8;8; ;2;1;2
18773;2;2;4; ;2;1;1
18774;1;3;8; ;1;1;2
18775;1;8;5;2;2;1;1
18776;1;3;4;2;2;1;2
18777;1;5;5; ;2;1;2
18778;1;8;5; ;2;2;2
18779;2;8;7;2;1;1;2
18780;2;8;8; ;2;1;2
18781;2;4;4;2;2;1;2
18782;2;3;3; ;2;1;2
18783;2;6;5; ;1;1;1
18784;1;3;3;2;2;2;2
18785;1;8;5; ;2;1;2
18786;1;8;8;2;2;1;2
18787;1;3;3; ;2;2;2
18788;1;9;9; ;2;2;2
18789;2;8;8; ;2;2;1
18790;1;4;4;2;2;1;2
18791;1;5;8; ;2;2;2
18792;2;2;3;1;2;1;2
18793;2;6;4; ;1;2;2
18794;1;4;5; ;2;2;2
18795;1;5;5;2;2;2;2
18796;1;8;8; ;2;1;2
18797;1;8;8; ;2;1;2
18798;1;6;4;2;2;1;2
18799;1;8;9;2;2;1;2
18800;1;4;3;2;2;1;2
18801;2;5;8; ;2;1;2
18802;2;5;5;2;2;1;1
18803;2;8;5; ;2;1;2
18804;2;8;8; ;2;1;2
18805;2;5;5; ;2;1;2
18806;2;8;8; ;2;1;2
18807;2;8;7;2;2;1;2
18808;2;5;8; ;2;1;1
18809;2;8;8; ;2;1;2
18810;2;8;6; ;2;1;2
18811;1;8;7; ;2;1;2
18812;1;4;4;2;2;1;2
18813;2;9;3;2;2;1;2
18814;1;8;8; ;2;1;2
18815;1;8;8;2;1;1;2
18816;1;8;8; ;2;1;2
18817;1;8;8;2;2;1;2
18818;1;5;5;2;1;1;2
18819;1;8;8; ;2;1;2
18820;1;4;4;2;2;1;2
18821;1;8;5;2;2;1;2
18822;2;8;8; ;2;1;2
18823;2;4;7; ;2;1;2
18824;2;4;4;2;2;1;1
18825;2;3;5; ;2;1;2
18826;2;3;4;2;2;1;2
18827;2;6;6;1;2;1;2
18828;2;8;8; ;2;1;2
18829;2;8;7;1;1;1;2
18830;2;6;5;2;2;1;2
18831;1;8;8; ;1;2;2
18832;2;8;8; ;2;2;2
18833;1;4;4; ;2;2;2
18834;2;5;8;1;1;2;2
18835;1;8;8;2;1;2;2
18836;1;8;9;2;1;1;1
18837;1;5;4;1;2;1;2
18838;2;8;4;2;2;1;1
18839;2;6;4;1;2;1;2
18840;2;3;3; ;2;1;2
18841;2;5;8;2;2;1;2
18842;2;5;5; ;2;2;2
18843;1;6;3;2;1;1;2
18844;2;2;2;2;2;1;2
18845;1;8;5; ;2;2;2
18846;1;4;4; ;2;1;2
18847;1;8;8;1;1;1;2
18848;1;8;8; ;2;1;2
18849;1;4;5;2;1;1;2
18850;1;5;5;2;2;1;2
18851;1;5;7;2;1;2;2
18852;2;7;4; ;2;1;2
18853;2;8;8; ;1;1;2
18854;2;3;3;2;1;1;1
18855;2;8;8; ;2;1;1
18856;2;8;8; ;1;2;1
18857;2;4;4; ;2;1;2
18858;1;3;3; ;2;1;2
18859;1;6;3; ;2;2;1
18860;1;6;8; ;1;2;2
18861;2;4;6;2;1;2;2
18862;1;8;4;1;2;1;2
18863;2;3;4;2;2;1;2
18864;2;2;2;2;2;1;2
18865;1;4;4;2;1;2;2
18866;1;7;4;2;2;1;2
18867;1;3;6;2;1;1;2
18868;2;4;5;2;2;2;2
18869;2;3;5;2;2;2;2
18870;2;3;2;2;2;1;2
18871;2;4;4;2;1;1;2
18872;1;4;4;2;2;2;2
18873;1;7;8;2;2;2;2
18874;1;7;4;2;2;1;2
18875;2;7;6;2;2;1;2
18876;2;8;8; ;2;2;2
18877;1;3;3; ;2;2;2
18878;1;9;9; ;2;1;2
18879;1;4;8;2;2;2;2
18880;1;8;8; ;2;1;2
18881;1;1;1; ;2;1;2
18882;2;2;3; ;2;2;2
18883;2;6;4; ;2;1;2
18884;2;3;3; ;2;2;2
18885;2;4;3; ;2;2;2
18886;2;2;2;2;2;2;2
18887;2;4;4; ;2;1;2
18888;2;9;9; ;2;1;2
18889;1;9;4; ;2;1;2
18890;2;5;3; ;2;2;2
18891;2;5;8; ;2;1;2
18892;2;8;3; ;2;2;2
18893;2;4;4; ;2;1;2
18894;1;4;8; ;2;1;2
18895;1;8;7;2;1;1;2
18896;2;8;8; ;2;1;2
18897;1;3;3; ;2;2;2
18898;1;3;3;2;2;2;2
18899;1;8;4; ;2;1;2
18900;2;5;5;2;2;2;2
18901;1;3;2;2;2;2;2
18902;1;3;5;2;1;1;2
18903;2;5;5;2;1;2;2
18904;2;8;6; ;2;2;2
18905;2;6;4; ;2;2;2
18906;2;8;3; ;2;2;2
18907;1;4;5;2;2;2;2
18908;1;5;5;2;2;1;2
18909;1;9;4; ;2;2;2
18910;1;8;8; ;2;1;2
18911;2;5;4; ;2;2;2
18912;2;3;2; ;2;2;2
18913;2;3;2; ;2;2;2
18914;1;3;5; ;2;1;2
18915;1;8;8; ;2;1;2
18916;1;8;6; ;2;2;2
18917;2;8;8; ;1;2;2
18918;2;5;5;2;2;1;2
18919;1;4;4; ;2;1;2
18920;1;4;2; ;2;2;2
18921;2;3;5;2;2;2;2
18922;2;8;9; ;2;2;2
18923;2;7;8;1;2;1;2
18924;2;8;8;2;2;1;1
18925;2;8;8;2;1;2;2
18926;2;8;8; ;2;1;2
18927;2;8;5; ;2;1;2
18928;2;7;4; ;2;1;2
18929;1;8;8;2;2;2;2
18930;1;4;6; ;2;2;2
18931;2;5;3; ;2;2;2
18932;1;4;5; ;2;1;2
18933;1;3;3;2;2;2;2
18934;1;8;8; ;1;1;2
18935;2;8;8;2;1;1;2
18936;1;4;5; ;2;2;2
18937;2;8;5; ;2;1;2
18938;1;8;9; ;2;1;2
18939;2;3;3; ;2;2;2
18940;2;8;6; ;2;2;2
18941;2;5;6;2;2;2;2
18942;2;5;8;2;2;2;2
18943;2;3;2;2;2;1;2
18944;2;8;8;1;2;2;2
18945;2;6;5; ;2;2;2
18946;1;4;4;2;2;1;2
18947;2;4;4;2;2;2;2
18948;1;4;4; ;2;1;2
18949;1;8;8; ;2;1;2
18950;2;5;5;2;2;2;2
18951;2;3;8;1;2;2;2
18952;1;8;8; ;2;2;2
18953;1;5;4; ;2;2;2
18954;2;4;4;2;2;1;2
18955;1;5;4;2;2;2;2
18956;1;8;8; ;2;1;2
18957;1;2;3;1;2;2;2
18958;1;5;8;2;2;2;2
18959;2;8;4;2;2;1;2
18960;1;8;9; ;2;1;2
18961;2;8;5;2;2;1;2
18962;1;5;5; ;2;2;2
18963;1;5;8; ;2;2;2
18964;1;3;2;2;2;1;2
18965;1;4;4;2;2;2;2
18966;1;3;3;2;2;1;2
18967;1;8;8;1;2;1;2
18968;1;5;5;1;2;2;2
18969;1;6;5;2;2;1;2
18970;1;8;3;2;2;1;2
18971;1;6;8;1;2;2;2
18972;1;8;5;2;2;1;2
18973;2;3;3;1;2;2;2
18974;1;2;4;1;1;2;2
18975;1;2;3;2;2;1;2
18976;2;4;4; ;2;2;2
18977;2;5;8; ;2;1;2
18978;1;3;8;2;2;1;2
18979;1;8;8;2;1;2;2
18980;2;3;3; ;2;1;2
18981;2;3;3; ;2;2;2
18982;2;5;4; ;2;2;2
18983;1;8;8; ;2;1;2
18984;1;7;6; ;2;2;2
18985;1;9;5; ;1;2;2
18986;1;6;6;2;2;1;2
18987;1;4;5;2;2;1;2
18988;1;5;7;2;1;2;2
18989;1;8;8; ;2;2;2
18990;1;8;8; ;1;2;2
18991;2;6;3; ;2;2;2
18992;1;3;3; ;2;2;2
18993;1;4;7;2;2;2;2
18994;1;4;3; ;2;1;2
18995;1;8;8; ;2;2;2
18996;1;4;7;2;2;2;2
18997;1;8;8; ;2;1;2
18998;2;8;8; ;2;2;2
18999;2;8;5; ;2;2;2
19000;1;8;8; ;2;2;2
19001;1;3;5;2;1;1;2
19002;1;3;3; ;2;2;2
19003;2;4;5;1;2;1;2
19004;1;4;4; ;1;2;2
19005;2;5;5;2;2;1;2
19006;2;5;3; ;2;1;2
19007;2;8;8; ;2;1;2
19008;1;9;6;2;1;2;2
19009;1;3;5;2;2;2;2
19010;2;8;4; ;2;2;2
19011;1;9;8; ;2;2;2
19012;1;7;7; ;2;2;2
19013;2;8;4;2;1;2;2
19014;2;8;8; ;2;2;2
19015;1;5;5;2;2;2;2
19016;2;8;8; ;2;2;2
19017;2;5;7;2;2;1;2
19018;1;3;3;2;2;2;2
19019;2;4;4;2;2;2;2
19020;1;8;8; ;2;1;2
19021;1;6;5; ;2;2;2
19022;1;3;3;2;2;2;2
19023;1;8;8; ;2;2;2
19024;2;6;3; ;2;1;2
19025;1;5;5;2;2;1;2
19026;2;4;4; ;2;2;2
19027;1;5;5;2;2;2;2
19028;1;8;8; ;1;2;2
19029;1;6;4;2;2;1;2
19030;2;4;4;2;1;1;2
19031;1;2;3; ;2;1;2
19032;2;4;6;2;2;2;2
19033;1;3;4; ;2;2;2
19034;1;4;8;2;2;1;2
19035;1;9;9;2;2;1;2
19036;1;9;8; ;2;1;2
19037;1;9;9; ;2;1;2
19038;1;3;6; ;2;2;2
19039;1;4;6;2;2;2;2
19040;1;8;4;2;2;1;2
19041;1;3;8; ;2;1;2
19042;1;4;8; ;2;2;2
19043;1;8;8; ;2;1;1
19044;1;8;5;2;2;2;2
19045;1;6;5;2;2;2;2
19046;1;5;4;2;2;2;2
19047;1;7;8; ;2;1;2
19048;1;6;4; ;2;2;2
19049;1;8;8; ;2;1;2
19050;1;7;3; ;2;2;2
19051;1;8;2;2;2;2;2
19052;1;8;5;2;2;1;2
19053;1;4;6; ;2;2;2
19054;1;8;8; ;2;1;2
19055;1;7;4;2;2;2;2
19056;1;3;3;2;2;2;2
19057;1;6;4;2;2;2;2
19058;1;3;4;2;2;1;2
19059;1;8;8;2;1;2;2
19060;1;6;8; ;1;2;2
19061;1;7;3;2;1;2;2
19062;1;4;7;2;2;1;2
19063;1;3;8; ;2;2;2
19064;1;5;3; ;2;2;2
19065;2;4;4; ;2;2;2
19066;2;5;3; ;2;2;2
19067;2;6;5;2;2;2;2
19068;2;5;5;2;1;2;2
19069;2;9;9; ;1;2;2
19070;2;4;8;1;2;1;2
19071;2;9;9; ;2;2;2
19072;2;3;5;2;2;1;2
19073;2;9;5; ;1;1;2
19074;2;9;5; ;1;1;2
19075;2;8;6; ;2;1;2
19076;2;6;6; ;2;2;2
19077;1;5;3; ;2;2;2
19078;1;7;7; ;2;2;2
19079;1;4;4; ;2;1;2
